country_from,country_to,S.No.,HSCode,Commodity,2023-2024,2024-2025,%Growth
India,Colombia,14,17,SUGARS AND SUGAR CONFECTIONERY.,0.79,0.21,-73.68
India,Colombia,15,18,COCOA AND COCOA PREPARATIONS.,0.00,0.00,n/a
India,Colombia,16,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.40,0.47,17.58
India,Colombia,17,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.64,1.31,104.15
India,Colombia,18,21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.00,0.22,41905.07
India,Colombia,19,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.07,0.00,-99.21
India,Colombia,20,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,2.04,3.19,56.26
India,Colombia,21,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.72,0.07,-89.79
India,Colombia,22,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.05,0.04,-20.21
India,Colombia,23,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",12.36,16.11,30.36
India,Colombia,24,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",8.29,8.47,2.22
India,Colombia,25,29,ORGANIC CHEMICALS,99.75,98.86,-0.9
India,Colombia,26,30,PHARMACEUTICAL PRODUCTS,129.24,147.17,13.88
India,Colombia,27,31,FERTILISERS.,0.07,0.03,-60.67
India,Colombia,28,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",20.44,22.45,9.87
India,Colombia,29,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",6.30,5.90,-6.24
India,Colombia,30,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",7.09,6.48,-8.66
India,Colombia,31,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.73,0.48,-34.09
India,Colombia,32,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.13,0.12,-10.38
India,Colombia,33,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.00,0.01,462.27
India,Colombia,34,38,MISCELLANEOUS CHEMICAL PRODUCTS.,72.18,72.16,-0.02
India,Colombia,35,39,PLASTIC AND ARTICLES THEREOF.,26.33,30.02,14.04
India,Colombia,36,40,RUBBER AND ARTICLES THEREOF.,27.42,36.88,34.51
India,Colombia,37,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.01,0.00,-99.3
India,Colombia,38,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",5.56,4.71,-15.23
India,Colombia,39,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.42,0.35,-18.23
India,Colombia,40,45,CORK AND ARTICLES OF CORK.,0.00,0.00,531.77
India,Colombia,41,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.04,0.05,46.98
India,Colombia,42,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",1.96,1.42,-27.84
India,Colombia,43,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.18,0.43,134.41
India,Colombia,44,50,SILK,0.05,0.03,-46.0
India,Colombia,45,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.12,0.16,38.43
India,Colombia,46,52,COTTON.,99.76,123.98,24.28
India,Colombia,47,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,1.65,0.97,-41.15
India,Colombia,48,54,MAN-MADE FILAMENTS.,6.22,5.26,-15.46
India,Colombia,49,55,MAN-MADE STAPLE FIBRES.,30.29,24.38,-19.52
India,Colombia,50,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",1.13,1.36,20.96
India,Colombia,51,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.89,1.53,73.07
India,Colombia,52,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.02,1.70,66.38
India,Colombia,53,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.27,0.45,68.98
India,Colombia,54,60,KNITTED OR CROCHETED FABRICS.,0.10,0.25,137.34
India,Colombia,55,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",5.37,5.74,6.78
India,Colombia,56,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",5.88,7.27,23.51
India,Colombia,57,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,7.44,7.94,6.83
India,Colombia,58,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",1.35,1.27,-6.08
India,Colombia,59,65,HEADGEAR AND PARTS THEREOF.,0.46,1.20,162.06
India,Colombia,60,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.01,0.01,-39.5
India,Colombia,61,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.01,0.01,-41.38
India,Colombia,62,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",4.26,4.42,3.55
India,Colombia,63,69,CERAMIC PRODUCTS.,29.46,31.33,6.36
India,Colombia,64,70,GLASS AND GLASSWARE.,4.12,3.26,-20.79
India,Colombia,65,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",1.75,0.49,-72.25
India,Colombia,66,72,IRON AND STEEL,36.65,23.47,-35.96
India,Colombia,67,73,ARTICLES OF IRON OR STEEL,23.15,14.41,-37.75
India,Colombia,68,74,COPPER AND ARTICLES THEREOF.,17.67,1.00,-94.36
India,Colombia,69,75,NICKEL AND ARTICLES THEREOF.,0.87,0.72,-17.0
India,Colombia,70,76,ALUMINIUM AND ARTICLES THEREOF.,21.66,27.30,26.08
India,Colombia,71,78,LEAD AND ARTICLES THEREOF.,0.00,0.02,n/a
India,Colombia,72,79,ZINC AND ARTICLES THEREOF.,0.01,0.04,524.72
India,Colombia,73,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.00,0.02,2757.6
India,Colombia,74,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",3.99,4.69,17.49
India,Colombia,75,83,MISCELLANEOUS ARTICLES OF BASE METAL.,1.23,2.14,74.3
India,Colombia,76,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",67.34,67.09,-0.37
India,Colombia,77,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",42.91,77.52,80.66
India,Colombia,78,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.00,0.00,n/a
India,Colombia,79,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",339.16,527.91,55.65
India,Colombia,80,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.00,0.00,n/a
India,Colombia,81,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",14.75,18.45,25.09
India,Colombia,82,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.03,0.03,13.58
India,Colombia,83,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.00,0.00,-70.7
India,Colombia,84,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.03,0.03,11.25
India,Colombia,85,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.87,1.01,16.77
India,Colombia,86,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.80,1.13,41.67
India,Colombia,87,96,MISCELLANEOUS MANUFACTURED ARTICLES.,7.67,7.02,-8.49
India,Colombia,88,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.00,0.00,-92.43
India,Colombia,89,98,PROJECT GOODS; SOME SPECIAL USES.,0.05,0.01,-89.04
India,Colombia,90,99,MISCELLANEOUS GOODS.,0.00,0.00,12.56
India,Costa Rica,1,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.02,0.03,82.39
India,Costa Rica,2,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.05,0.02,-65.24
India,Costa Rica,3,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.06,0.27,353.91
India,Costa Rica,4,9,"COFFEE, TEA, MATE AND SPICES.",0.60,0.56,-7.47
India,Costa Rica,5,10,CEREALS.,0.05,0.21,326.41
India,Costa Rica,6,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,2.82,0.30,-89.43
India,Costa Rica,7,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",1.08,0.75,-30.54
India,Costa Rica,8,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.04,0.22,390.82
India,Costa Rica,9,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.11,0.10,-10.33
India,Costa Rica,10,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.17,0.22,28.61
India,Costa Rica,11,17,SUGARS AND SUGAR CONFECTIONERY.,0.07,0.11,70.81
India,Costa Rica,12,18,COCOA AND COCOA PREPARATIONS.,0.05,0.10,102.34
India,Costa Rica,13,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.14,1.85,61.83
India,Costa Rica,14,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.43,0.65,52.29
India,Costa Rica,15,21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.25,0.05,-81.85
India,Costa Rica,16,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.31,0.44,43.33
India,Costa Rica,17,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.12,0.04,-69.18
India,Costa Rica,18,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2.56,2.50,-2.14
India,Costa Rica,19,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1.00,0.99,-0.67
India,Costa Rica,20,29,ORGANIC CHEMICALS,7.45,11.15,49.75
India,Costa Rica,21,30,PHARMACEUTICAL PRODUCTS,20.84,28.60,37.21
India,Costa Rica,22,31,FERTILISERS.,0.19,0.17,-13.18
India,Costa Rica,23,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",1.89,2.13,12.43
India,Costa Rica,24,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",2.02,1.90,-6.24
India,Costa Rica,25,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.61,0.51,-15.88
India,Costa Rica,26,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.01,0.01,74.07
India,Costa Rica,27,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.08,0.11,33.46
India,Costa Rica,28,38,MISCELLANEOUS CHEMICAL PRODUCTS.,23.00,21.50,-6.54
India,Costa Rica,29,39,PLASTIC AND ARTICLES THEREOF.,4.94,5.32,7.66
India,Costa Rica,30,40,RUBBER AND ARTICLES THEREOF.,3.36,4.19,24.73
India,Costa Rica,31,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.38,0.34,-8.78
India,Costa Rica,32,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.04,0.17,289.18
India,Costa Rica,33,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,0.02,79.86
India,Costa Rica,34,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",1.16,0.92,-20.8
India,Costa Rica,35,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.01,0.01,109.76
India,Costa Rica,36,50,SILK,0.00,0.00,n/a
India,Costa Rica,37,52,COTTON.,0.28,0.00,-99.87
India,Costa Rica,38,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.03,0.05,86.1
India,Costa Rica,39,54,MAN-MADE FILAMENTS.,0.15,0.07,-56.45
India,Costa Rica,40,55,MAN-MADE STAPLE FIBRES.,0.10,0.05,-53.71
India,Costa Rica,41,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.24,0.13,-47.64
India,Costa Rica,42,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.39,0.98,150.64
India,Costa Rica,43,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.00,0.00,315.24
India,Costa Rica,44,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.16,0.07,-56.99
India,Costa Rica,45,60,KNITTED OR CROCHETED FABRICS.,0.00,0.00,n/a
India,Costa Rica,46,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",2.78,5.99,115.55
India,Costa Rica,47,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",1.41,1.20,-14.79
India,Costa Rica,48,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2.05,3.85,87.32
India,Costa Rica,49,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.33,0.36,8.93
India,Costa Rica,50,65,HEADGEAR AND PARTS THEREOF.,0.01,0.01,13.83
India,Costa Rica,51,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.00,0.00,-39.13
India,Costa Rica,52,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",0.36,0.34,-3.93
India,Costa Rica,53,69,CERAMIC PRODUCTS.,4.79,3.90,-18.45
India,Costa Rica,54,70,GLASS AND GLASSWARE.,0.16,0.22,38.51
India,Costa Rica,55,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.06,0.09,48.87
India,Costa Rica,56,72,IRON AND STEEL,3.52,1.47,-58.06
India,Costa Rica,57,73,ARTICLES OF IRON OR STEEL,3.85,3.68,-4.21
India,Costa Rica,58,74,COPPER AND ARTICLES THEREOF.,0.09,0.22,127.26
India,Costa Rica,59,75,NICKEL AND ARTICLES THEREOF.,0.04,0.02,-60.27
India,Costa Rica,60,76,ALUMINIUM AND ARTICLES THEREOF.,2.43,1.23,-49.45
India,Costa Rica,61,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.28,0.32,15.04
India,Costa Rica,62,83,MISCELLANEOUS ARTICLES OF BASE METAL.,0.49,0.79,60.45
India,Costa Rica,63,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",15.54,14.17,-8.77
India,Costa Rica,64,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",5.47,4.29,-21.53
India,Costa Rica,65,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.00,0.08,n/a
India,Costa Rica,66,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",50.77,86.03,69.46
India,Costa Rica,67,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.00,0.03,n/a
India,Costa Rica,68,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",10.52,6.94,-34.08
India,Costa Rica,69,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.00,0.00,-29.09
India,Costa Rica,70,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.00,0.00,n/a
India,Costa Rica,71,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",0.22,0.40,80.99
India,Costa Rica,72,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.00,0.11,3933.38
India,Costa Rica,73,96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.37,0.32,-13.39
India,Costa Rica,74,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.00,0.00,-80.7
India,Costa Rica,75,98,PROJECT GOODS; SOME SPECIAL USES.,0.01,0.00,-20.49
India,Costa Rica,76,99,MISCELLANEOUS GOODS.,0.00,0.00,3.37
India,Croatia,1,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.05,0.35,650.33
India,Croatia,2,5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.00,0.00,18.08
India,Croatia,3,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.04,0.03,-14.94
India,Croatia,4,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,2.46,2.57,4.27
India,Croatia,5,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,1.05,1.24,18.8
India,Croatia,6,9,"COFFEE, TEA, MATE AND SPICES.",10.55,6.93,-34.33
India,Croatia,7,10,CEREALS.,1.47,1.04,-29.14
India,Croatia,8,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",7.68,9.30,21.05
India,Croatia,9,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.28,0.28,0.74
India,Croatia,10,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.00,0.00,n/a
India,Croatia,11,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.06,0.09,31.96
India,Croatia,12,17,SUGARS AND SUGAR CONFECTIONERY.,0.44,0.00,n/a
India,Croatia,13,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.41,1.59,12.83
India,Croatia,14,21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.27,0.23,-13.13
India,Croatia,15,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.01,0.01,-2.64
India,Croatia,16,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,5.06,9.00,78.03
India,Croatia,17,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",2.68,2.10,-21.51
India,Croatia,18,26,"ORES, SLAG AND ASH.",0.00,14.88,n/a
India,Croatia,19,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.37,0.45,20.55
India,Croatia,20,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1.14,2.52,122.11
India,Croatia,21,29,ORGANIC CHEMICALS,37.31,59.01,58.17
India,Croatia,22,30,PHARMACEUTICAL PRODUCTS,10.04,11.09,10.43
India,Croatia,23,31,FERTILISERS.,1.32,0.00,n/a
India,Croatia,24,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.88,1.12,26.46
India,Croatia,25,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",0.30,0.13,-57.95
India,Croatia,26,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.18,0.40,118.56
India,Croatia,27,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.85,2.67,-30.6
India,Croatia,28,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.03,8.00,30141.86
India,Croatia,29,38,MISCELLANEOUS CHEMICAL PRODUCTS.,3.58,4.88,36.3
India,Croatia,30,39,PLASTIC AND ARTICLES THEREOF.,4.67,6.15,31.81
India,Croatia,31,40,RUBBER AND ARTICLES THEREOF.,5.41,7.35,36.0
India,Croatia,32,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,1.70,2.77,63.39
India,Croatia,33,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.71,1.33,86.51
India,Croatia,34,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.26,0.63,146.02
India,Croatia,35,45,CORK AND ARTICLES OF CORK.,0.01,0.00,-96.0
India,Croatia,36,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.02,0.00,-97.19
India,Croatia,37,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",1.52,0.96,-36.93
India,Croatia,38,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.10,0.47,369.66
India,Croatia,39,50,SILK,0.02,0.02,-21.55
India,Croatia,40,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.07,0.05,-33.64
India,Croatia,41,52,COTTON.,3.84,3.39,-11.86
India,Croatia,42,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.07,0.02,-72.63
India,Croatia,43,54,MAN-MADE FILAMENTS.,1.07,1.19,10.78
India,Croatia,44,55,MAN-MADE STAPLE FIBRES.,0.20,0.01,-92.97
India,Croatia,45,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",1.19,1.86,56.12
India,Croatia,46,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,1.26,0.45,-64.65
India,Croatia,47,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.08,0.02,-75.67
India,Croatia,48,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.08,0.03,-64.28
India,Croatia,49,60,KNITTED OR CROCHETED FABRICS.,0.00,0.00,n/a
